;description;solution;id_description;clauses
182;At the end of every week, the payment office of ssp generates a payment report . Before this payment report is sent automatically to clients (including the payment invoice), as well as to both the registry office and the accounts receivable department, ssp pays the vendor. Next, the accounts receivable department generates the monthly invoice for clients. The accounts receivable department then charges 35 dollar per invoice notifying the client. The registry office selects the paper-based invoices that have been paid . The registriy office archives the invoices per vendor . Later this office tracks down the payment.; <act> generate payment report </act> <act> send report </act> <act> pay vendor </act> <act> generate monthly invoice </act> <act> charge 35 dollar per invoice </act> <act> select paper-based invoices that have been paid </act> <act> archive invoices per vendor </act> <act> track down payment </act>;32;['At the end of every week the payment office of ssp generates a payment report', 'Before this payment report is sent automatically to clients lrb including the payment invoice rrb as well as to both the registry office and the accounts receivable department', 'Ssp pays the vendor', 'Next the accounts receivable department generates the monthly invoice for clients', 'The accounts receivable department then charges 35 dollar per invoice', 'Notifying the client', 'The registry office selects the paper based invoices', 'That have been paid', 'The registriy office archives the invoices per vendor', 'Later this office tracks down the payment']
183;As soon as an employee files an expense report the process is started. Once the expense report is received a check is performed to make sure the employee has an account. If this check does not take place within 28 days, the process is stopped . In case the employee does not yet have an account, an account is created . Later the report is reviewed. After that, a check is performed to see if the amount of the expense exceeds 200. If it does not exceed 200, the employee is reimbursed through a deposit directly to the bank account of the employee . If it does exceed 200, a supervisor is asked for approval. Three things can happen after this. First, the supervisor approves within 7 days, this will result in the deposit of the reimbursement directly to the bank account of the employee. If the supervisor rejects within 7 days, as a result the employee receives a notification through email that the request has been rejected.; <act> file report </act> <act> perform check </act> <path1></path1> <path1><act> create account </act></path1> <act> review report </act> <act> perform check </act> <path1><act> reimburse employee </act></path1><path2><act> ask supervisor for approval </act></path2>  <path1><act> deposit reimbursement to the bank account </act></path1><path2><act> receive notification </act></path2>;33;['As soon  the process is started', 'As an employee files an expense report', 'Once the expense report is received', 'A check is performed', 'To make sure', 'The employee has an account', 'If this check does not take place within 28 days', 'The process is stopped', 'In case the employee does not yet have an account', 'An account is created', 'Later the report is reviewed', 'After that a check is performed', 'To see', 'If the amount of the expense exceeds 200', 'If it does not exceed 200', 'The employee is reimbursed through a deposit directly to the bank account of the employee', 'If it does exceed 200', 'A supervisor is asked for approval', 'Three things can happen after this', 'First  this will result in the deposit of the reimbursement directly to the bank account of the employee', 'The supervisor approves within 7 days', 'If the supervisor rejects within 7 days', 'As a result the employee receives a notification through email', 'That the request has been rejected']
184;As soon as an employee files an expense report the process is started. Once the expense report is received a check is performed to make sure the employee has an account. Whenever this check does not take place within 28 days, the process is stopped . If the employee does not yet have an account, an account is created . After the report is reviewed, a check is performed to see if the amount of the expense exceeds 200. In case it does not exceed 200, the employee is reimbursed through a deposit directly to the bank account of the employee . In the case that it does exceed 200, a supervisor is asked for approval. Three things can happen after this. First, the supervisor approves within 7 days, Once this is done the process is ended. Second, the supervisor rejects within 7 days, as a result the employee receives a notification through email that the request has been rejected.; <act> file report </act> <act> perform check </act> <path1></path1> <path1><act> create account </act></path1> <act> review report </act> <act> perform check </act> <path1><act> reimburse employee </act></path1><path2><act> ask supervisor for approval </act></path2>  <path1></path1><path2><act> receive notification </act></path2>;34;['As soon  the process is started', 'As an employee files an expense report', 'Once the expense report is received', 'A check is performed', 'To make sure', 'The employee has an account', 'Whenever this check does not take place within 28 days', 'The process is stopped', 'If the employee does not yet have an account', 'An account is created', 'After the report is reviewed', 'A check is performed', 'To see', 'If the amount of the expense exceeds 200', 'In case it does not exceed 200', 'The employee is reimbursed through a deposit directly to the bank account of the employee', 'In the case  a supervisor is asked for approval', 'That it does exceed 200', 'Three things can happen after this', 'First the supervisor approves within 7 days', 'Once this is done', 'The process is ended', 'Second the supervisor rejects within 7 days', 'As a result the employee receives a notification through email', 'That the request has been rejected']
185;As soon as an employee files an expense report the process is started. Once the expense report is received a check is performed to make sure the employee has an account. If this check does not take place within 28 days, the process is stopped . If no account exists for the employee, an account is created . After the report is reviewed, a check is performed to see if the amount of the expense exceeds 200. If it does not exceed 200, the employee is reimbursed through a deposit directly to the bank account of the employee . In the case that it does exceed 200, a supervisor is asked for approval. Three things can happen after this. First, the supervisor approves within 7 days, this will result in the deposit of the reimbursement directly to the bank account of the employee. If the supervisor rejects within 7 days, as a result the employee receives a notification through email that the request has been rejected.; <act> file report </act> <act> perform check </act> <path1></path1> <path1><act> create account </act></path1> <act> review report </act> <act> perform check </act> <path1><act> reimburse employee </act></path1><path2><act> ask supervisor for approval </act></path2>  <path1><act> deposit reimbursement to the bank account </act></path1><path2><act> receive notification </act></path2>;35;['As soon  the process is started', 'As an employee files an expense report', 'Once the expense report is received', 'A check is performed', 'To make sure', 'The employee has an account', 'If this check does not take place within 28 days', 'The process is stopped', 'If no account exists for the employee', 'An account is created', 'After the report is reviewed', 'A check is performed', 'To see', 'If the amount of the expense exceeds 200', 'If it does not exceed 200', 'The employee is reimbursed through a deposit directly to the bank account of the employee', 'In the case  a supervisor is asked for approval', 'That it does exceed 200', 'Three things can happen after this', 'First  this will result in the deposit of the reimbursement directly to the bank account of the employee', 'The supervisor approves within 7 days', 'If the supervisor rejects within 7 days', 'As a result the employee receives a notification through email', 'That the request has been rejected']
186;If a not collected bag is identified, cvs must check the number of resolution retries conducted. In case the number of retries is greater than an specified number, the bag must be returned to the production area for disassemble. in all other cases, CVS must try to contact the customer by phone and remind to pick up the bag.; <path1><act> check number of resolution retries conducted </act></path1> <path1><act> return bag to production area </act></path1><path2><act> try to contact customer </act></path2>;36;['If a not collected bag is identified', 'Cvs must check the number of resolution retries conducted', 'In case the number of retries is greater than an specified number', 'The bag must be returned to the production area for disassemble', 'In all other cases cvs must try', 'To contact the customer by phone and remind', 'To pick up the bag']
187;If a not collected bag is identified, cvs must check the number of resolution retries conducted. If the number of retries is greater than an specified number, the bag must be returned to the production area for disassemble. in all other cases, CVS must try to contact the customer by phone and remind to pick up the bag.; <path1><act> check number of resolution retries conducted </act></path1> <path1><act> return bag to production area </act></path1><path2><act> try to contact customer </act></path2>;37;['If a not collected bag is identified', 'Cvs must check the number of resolution retries conducted', 'If the number of retries is greater than an specified number', 'The bag must be returned to the production area for disassemble', 'In all other cases cvs must try', 'To contact the customer by phone and remind', 'To pick up the bag']
188;Whenever a not collected bag is identified, cvs must check the number of resolution retries conducted. If the number of retries is greater than an specified number, the bag must be returned to the production area for disassemble. in all other cases, CVS must try to contact the customer by phone and remind to pick up the bag.; <path1><act> check number of resolution retries conducted </act></path1> <path1><act> return bag to production area </act></path1><path2><act> try to contact customer </act></path2>;38;['Whenever a not collected bag is identified', 'Cvs must check the number of resolution retries conducted', 'If the number of retries is greater than an specified number', 'The bag must be returned to the production area for disassemble', 'In all other cases cvs must try', 'To contact the customer by phone and remind', 'To pick up the bag']
189;If the customer withdrawn the order, the bag must be returned to the production area for disassemble. If the customer promises to pick up the bag, CVS must increase the retry count on the bag label.; <path1><act> return bag to production area </act></path1><path2><act> increase retry count on bag label </act></path2>;39;['If the customer withdrawn the order', 'The bag must be returned to the production area for disassemble', 'If the customer promises', 'To pick up the bag', 'Cvs must increase the retry count on the bag label']
190;In case the customer withdrawn the order, the bag must be returned to the production area for disassemble. If the customer promises to pick up the bag, CVS must increase the retry count on the bag label.; <path1><act> return bag to production area </act></path1><path2><act> increase retry count on bag label </act></path2>;40;['In case the customer withdrawn the order', 'The bag must be returned to the production area for disassemble', 'If the customer promises', 'To pick up the bag', 'Cvs must increase the retry count on the bag label']
191;Whenever the customer withdrawn the order, the bag must be returned to the production area for disassemble. In case the customer promises to pick up the bag, CVS must increase the retry count on the bag label.; <path1><act> return bag to production area </act></path1><path2><act> increase retry count on bag label </act></path2>;41;['Whenever the customer withdrawn the order', 'The bag must be returned to the production area for disassemble', 'In case the customer promises', 'To pick up the bag', 'Cvs must increase the retry count on the bag label']
192;First the credit company receives the credit information from the customer. In case the requested amount is greater than 1M dollar, an approval must be requested. If the requested amount is lower or equal to 1M dollar, the company assesses the risk of the credit. In both cases, an email is sent to the customer.; <act> receive credit information </act> <path1><act> request approval </act></path1><path2><act> assess risk of credit </act></path2> <act> send email </act>;42;['First the credit company receives the credit information from the customer', 'In case the requested amount is greater than 1 m dollar', 'An approval must be requested', 'If the requested amount is lower or equal to 1 m dollar', 'The company assesses the risk of the credit', 'In both cases an email is sent to the customer']
193;The process starts when the credit company receives the credit information from the customer. In case the requested amount is greater than 1M dollar, an approval must be requested. If the requested amount is lower or equal to 1M dollar, the company assesses the risk of the credit. In both cases, an email is sent to the customer.; <act> receive credit information </act> <path1><act> request approval </act></path1><path2><act> assess risk of credit </act></path2> <act> send email </act>;43;['The process starts', 'When the credit company receives the credit information from the customer', 'In case the requested amount is greater than 1 m dollar', 'An approval must be requested', 'If the requested amount is lower or equal to 1 m dollar', 'The company assesses the risk of the credit', 'In both cases an email is sent to the customer']
194;Initially the credit company receives the credit information from the customer. If the requested amount is greater than 1M dollar, an approval must be requested. If the requested amount is lower or equal to 1M dollar, the company assesses the risk of the credit. In both cases, an email is sent to the customer.; <act> receive credit information </act> <path1><act> request approval </act></path1><path2><act> assess risk of credit </act></path2> <act> send email </act>;44;['Initially the credit company receives the credit information from the customer', 'If the requested amount is greater than 1 m dollar', 'An approval must be requested', 'If the requested amount is lower or equal to 1 m dollar', 'The company assesses the risk of the credit', 'In both cases an email is sent to the customer']
195;Initially the company assess the risk of the credit. If the risk is found to be high, an approval must be requested. but if the risk is low , the credit is accepted. In both cases, the company sends an email to the customer. The company has one of the most popular brands in the world.; <act> assess risk of credit </act> <path1><act> request approval </act></path1><path2><act> accept credit </act></path2> <act> send email </act> ;45;['Initially the company assess the risk of the credit', 'If the risk is found', 'To be high', 'An approval must be requested', 'But  the credit is accepted', 'If the risk is low', 'In both cases the company sends an email to the customer', 'The company has one of the most popular brands in the world']
196;The process starts when the company assess the risk of the credit. In case the risk is found to be high, an approval must be requested. Whenever the risk is low, the credit is accepted. In both cases, the company sends an email to the customer. The company has one of the most popular brands in the world.; <act> assess risk of credit </act> <path1><act> request approval </act></path1><path2><act> accept credit </act></path2> <act> send email </act> ;46;['The process starts', 'When the company assess the risk of the credit', 'In case the risk is found', 'To be high', 'An approval must be requested', 'Whenever the risk is low', 'The credit is accepted', 'In both cases the company sends an email to the customer', 'The company has one of the most popular brands in the world']
197;Initially the company assess the risk of the credit. Whenever the risk is high, an approval must be requested. If the risk is low, the credit is accepted. In both cases, the company sends an email to the customer. The company has one of the most popular brands in the world.; <act> assess risk of credit </act> <path1><act> request approval </act></path1><path2><act> accept credit </act></path2> <act> send email </act> ;47;['Initially the company assess the risk of the credit', 'Whenever the risk is high', 'An approval must be requested', 'If the risk is low', 'The credit is accepted', 'In both cases the company sends an email to the customer', 'The company has one of the most popular brands in the world']
198;In order to apply for admission, students fill in an online form. Online applications are recorded in an information system to which all staff members involved in the admissions process have access to. After that, a student submits the online form. Before the student is requested to download it, a pdf document is generated. After the student must sign it, the student must send it by post together with the required documents. These documents include results of the english language test and curriculum vitae. Before an officer checks the completeness of the documents, these documents are received by the admissions office. If some documents are missing, student has to send the missing documents by post. Assuming the application is complete, the admissions office sends the certified copies of the degrees to an academic recognition agency. After that, the agency checks the degrees . In terms of local education standards, this agency requires that all documents must be certified copies of the originals. In the next step, the agency sends back its assessment to the university by post as well. Assuming the degree verification is successful, the english language test results are then checked online by an officer at the admissions office. If the validity of the english language test results cannot be verified, the process is finished. Once all documents of a given student have been validated, the admission office forwards these documents by internal mail to the corresponding academic committee responsible for deciding whether to offer admission or not. The committee makes its decision based on the academic transcripts and the cv . The committee meets once every 2 to 3 weeks . Afterwards, the committee examines all applications that are ready for academic assessment at the time of the meeting. At the end of the committee meeting, the chair of the committee notifies the admissions office of the selection outcomes. This notification includes a list of admitted and rejected candidates. A few days later, the admission office notifies the outcome to each candidate via email. Additionally, successful candidates are sent a confirmation letter by post.; <act> fill in online form </act>  <act> submit online form </act> <act> download PDF document </act> <act> generate PDF document </act> <act> sign PDF document </act> <act> send PDF document by post </act>  <act> check completeness </act>  <path1><act> send missing documents by post </act></path1> <act> send certified copies to academic recognition agency </act> <act> check degrees </act>  <act> send back assessment by post </act> <act> check English language test results online </act> <path1></path1> <act> forward documents to the academic committee </act>   <act> examine all applications </act> <act> notify admissions office of the selection outcomes </act>  <act> notify outcome to each candidate </act> <act> send succesful candidates confirmation letter </act>;48;['In order to apply for admission', 'Students fill in an online form', 'Online applications are recorded in an information system', 'To which all staff members involved in the admissions process have access to', 'After that a student submits the online form', 'Before the student is requested', 'To download it', 'A pdf document is generated', 'After the student must sign it', 'The student must send it by post together with the required documents', 'These documents include results of the english language test and curriculum vitae', 'Before an officer checks the completeness of the documents', 'These documents are received by the admissions office', 'If some documents are missing', 'Student has', 'To send the missing documents by post', 'Assuming', 'The application is complete', 'The admissions office sends the certified copies of the degrees to an academic recognition agency', 'After that the agency checks the degrees', 'In terms of local education standards this agency requires', 'That all documents must be certified', 'Copies of the originals', 'In the next step the agency sends back its assessment to the university by post as well', 'Assuming', 'The degree verification is successful', 'The english language test results are then checked online by an officer at the admissions office', 'If the validity of the english language test results can not be verified', 'The process is finished', 'Once all documents of a given student have been validated', 'The admission office forwards these documents by internal mail to the corresponding academic committee responsible for', 'Deciding whether to offer admission or not', 'The committee makes its decision based on the academic transcripts and the cv', 'The committee meets once every 2 to 3 weeks', 'Afterwards the committee examines all applications', 'That are ready for academic assessment at the time of the meeting', 'At the end of the committee meeting the chair of the committee notifies the admissions office of the selection outcomes', 'This notification includes a list of admitted and rejected candidates', 'A few days later the admission office notifies the outcome to each candidate via email', 'Additionally successful candidates are sent a confirmation letter by post']
199;First students fill in an online form. Online applications are recorded in an information system to which all staff members involved in the admissions process have access to. Afterwards, a student submits the online form. Once a pdf document is generated, the student is requested to download it. In the next step, the student must sign it. In the next step, the student must send it by post together with the required documents. These documents include results of the english language test and curriculum vitae. When these documents are received by the admissions office, an officer checks the completeness of the documents. Whenever some documents are missing, an email is sent to the student. Assuming the application is complete, the admissions office sends the certified copies of the degrees to an academic recognition agency. Next, the agency checks the degrees . In terms of local education standards, this agency requires that all documents must be certified copies of the originals. In the next step, the agency sends back its assessment to the university by post as well. Assuming the degree verification is successful, the english language test results are then checked online by an officer at the admissions office. If the validity of the english language test results cannot be verified, the process is finished. Once all documents of a given student have been validated, the admission office forwards these documents by internal mail to the corresponding academic committee responsible for deciding whether to offer admission or not. The committee makes its decision based on the academic transcripts and the cv . The committee meets once every 2 to 3 weeks . Next the committee examines all applications that are ready for academic assessment at the time of the meeting. At the end of the committee meeting, the chair of the committee notifies the admissions office of the selection outcomes. This notification includes a list of admitted and rejected candidates. A few days later, the admission office notifies the outcome to each candidate via email. Additionally, successful candidates are sent a confirmation letter by post.; <act> fill in online form </act>  <act> submit online form </act> <act> generate PDF document </act> <act> download PDF document </act> <act> sign PDF document </act> <act> send PDF document by post </act>   <act> check completeness </act> <path1><act> send email </act></path1> <act> send certified copies to academic recognition agency </act> <act> check degrees </act>  <act> send back assessment by post </act> <act> check English language test results online </act> <path1></path1> <act> forward documents to the academic committee </act>   <act> examine all applications </act> <act> notify admissions office of the selection outcomes </act>  <act> notify outcome to each candidate </act> <act> send succesful candidates confirmation letter </act>;49;['First students fill in an online form', 'Online applications are recorded in an information system', 'To which all staff members involved in the admissions process have access to', 'Afterwards a student submits the online form', 'Once a pdf document is generated', 'The student is requested', 'To download it', 'In the next step the student must sign it', 'In the next step the student must send it by post together with the required documents', 'These documents include results of the english language test and curriculum vitae', 'When these documents are received by the admissions office', 'An officer checks the completeness of the documents', 'Whenever some documents are missing', 'An email is sent to the student', 'Assuming', 'The application is complete', 'The admissions office sends the certified copies of the degrees to an academic recognition agency', 'Next the agency checks the degrees', 'In terms of local education standards this agency requires', 'That all documents must be certified', 'Copies of the originals', 'In the next step the agency sends back its assessment to the university by post as well', 'Assuming', 'The degree verification is successful', 'The english language test results are then checked online by an officer at the admissions office', 'If the validity of the english language test results can not be verified', 'The process is finished', 'Once all documents of a given student have been validated', 'The admission office forwards these documents by internal mail to the corresponding academic committee responsible for', 'Deciding whether to offer admission or not', 'The committee makes its decision based on the academic transcripts and the cv', 'The committee meets once every 2 to 3 weeks', 'Next the committee examines all applications', 'That are ready for academic assessment at the time of the meeting', 'At the end of the committee meeting the chair of the committee notifies the admissions office of the selection outcomes', 'This notification includes a list of admitted and rejected candidates', 'A few days later the admission office notifies the outcome to each candidate via email', 'Additionally successful candidates are sent a confirmation letter by post']
200;Initially students fill in an online form. Online applications are recorded in an information system to which all staff members involved in the admissions process have access to. Subsequently a student submits the online form. After a pdf document is generated, the student is requested to download it. Before the student must send it by post together with the required documents, the student must sign it. These documents include results of the english language test and curriculum vitae. Before an officer checks the completeness of the documents, these documents are received by the admissions office. If some documents are missing, an email is sent to the student. Assuming the application is complete, the admissions office sends the certified copies of the degrees to an academic recognition agency. Subsequently the agency checks the degrees . In terms of local education standards, this agency requires that all documents be sent to it by post  . Next the agency sends back its assessment to the university by post as well. Assuming the degree verification is successful, the english language test results are then checked online by an officer at the admissions office. If the validity of the english language test results cannot be verified, the process is finished. Once all documents of a given student have been validated, the admission office forwards these documents by internal mail to the corresponding academic committee responsible for deciding whether to offer admission or not. The committee makes its decision based on the academic transcripts and the cv . The committee meets once every 2 to 3 weeks . Afterwards, the committee examines all applications that are ready for academic assessment at the time of the meeting. At the end of the committee meeting, the chair of the committee notifies the admissions office of the selection outcomes. This notification includes a list of admitted and rejected candidates. A few days later, the admission office notifies the outcome to each candidate via email. Additionally, successful candidates are sent a confirmation letter by post.; <act> fill in online form </act>  <act> submit online form </act> <act> generate PDF document </act> <act> download PDF document </act> <act> send PDF document by post </act> <act> sign PDF document </act>  <act> check completeness </act>  <path1><act> send email </act></path1> <act> send certified copies to academic recognition agency </act> <act> check degrees </act>  <act> send back assessment by post </act> <act> check English language test results online </act> <path1></path1> <act> forward documents to the academic committee </act>   <act> examine all applications </act> <act> notify admissions office of the selection outcomes </act>  <act> notify outcome to each candidate </act> <act> send succesful candidates confirmation letter </act>;50;['Initially students fill in an online form', 'Online applications are recorded in an information system', 'To which all staff members involved in the admissions process have access to', 'Subsequently a student submits the online form', 'After a pdf document is generated', 'The student is requested', 'To download it', 'Before the student must send it by post together with the required documents', 'The student must sign it', 'These documents include results of the english language test and curriculum vitae', 'Before an officer checks the completeness of the documents', 'These documents are received by the admissions office', 'If some documents are missing', 'An email is sent to the student', 'Assuming', 'The application is complete', 'The admissions office sends the certified copies of the degrees to an academic recognition agency', 'Subsequently the agency checks the degrees', 'In terms of local education standards this agency requires', 'That all documents be sent to it by post', 'Next the agency sends back its assessment to the university by post as well', 'Assuming', 'The degree verification is successful', 'The english language test results are then checked online by an officer at the admissions office', 'If the validity of the english language test results can not be verified', 'The process is finished', 'Once all documents of a given student have been validated', 'The admission office forwards these documents by internal mail to the corresponding academic committee responsible for', 'Deciding whether to offer admission or not', 'The committee makes its decision based on the academic transcripts and the cv', 'The committee meets once every 2 to 3 weeks', 'Afterwards the committee examines all applications', 'That are ready for academic assessment at the time of the meeting', 'At the end of the committee meeting the chair of the committee notifies the admissions office of the selection outcomes', 'This notification includes a list of admitted and rejected candidates', 'A few days later the admission office notifies the outcome to each candidate via email', 'Additionally successful candidates are sent a confirmation letter by post']
201;Generally, customers drop their prescriptions in the morning before going to work (or at lunchtime) . Customers drop off their prescriptions either in the drive-through counter or in the front counter of the pharmacy. When dropping their prescription, a technician asks the customer for the pick-up time. In the next step, he puts the prescription in a box labeled with the hour preceding the pick-up time. For example, if the customer asks to have the prescription be ready at 5pm, the technician will drop it in the box with the label 4pm (there is one box for each hour of the day). Every hour, one of the pharmacy technicians picks up the prescriptions due to be filled in the current hour. The technician then enters the details of each prescription (e.g. doctor details, patient details and medication details) into the pharmacy system. Subsequently the pharmacy system performs an automated check called drug utilization review (dur). This check is meant to determine if the prescription contains any drugs that may be incompatible with other drugs that had been dispensed to the same customer in the past, or drugs that may be inappropriate for the customer taking into account the customer data maintained in the system (e.g. age). If any alarms are raised during the automated dur, they are reviewed by a pharmacist who performs a more thorough check. After the dur, the system performs an insurance check in order to determine whether the insurance policy of the customer will pay for part or for the whole cost of the drugs. In most cases, the output of this check is that the insurance company would pay for a certain percentage of the costs, while the customer has to pay for the remaining part (also called the co-payment). The rules for determining how much the insurance company will pay and how much the customer has to pay are very complicated. Every insurance company has different rules. In some cases, the insurance policy does not cover one or several drugs in a prescription, but the drug in question can be replaced by another drug that is covered by the insurance policy, when such cases are detected, the pharmacist generally calls the doctor or the patient to determine if it is possible to perform the drug replacement. If the prescription passes the insurance check, it is assigned to a technician . Before the technician puts them in a bag with the prescription stapled to it, the technician collects the drugs from the shelves . After the technician has filled a given prescription, the bag is passed to the pharmacist who again checks that the prescription has been filled correctly. After this quality check, the pharmacist seals the bag. Before the customer arrives to pick up a prescription, the pharmacist puts it in the pick-up area. Most customers are not willing to wait that long. Thereafter a technician retrieves the prescription . If the drugs in the prescription are not (fully) covered by the insurance of the customer, the technician asks the customer for payment.; <act> drop prescriptions </act>  <act> ask customer for pick-up time </act> <act> put description in a box </act>  <act> pick up prescriptions </act> <act> enter details into pharmacy system </act> <act> perform automated check </act>  <path1><act> perform more thorough check </act></path1> <act> perform insurance check </act>    <path1><act> call doctor or patient </act></path1> <path1><act> assign prescription to technician </act></path1> <act> put drugs in a bag </act> <act> collect drugs </act> <act> check that prescription has been filled correctly </act> <act> seal bag </act> <act> pick up prescription </act> <act> put bag in pick-up area </act>  <act> retrieve prescription </act> <path1><act> ask customer for payment</path1>;51;['Generally customers drop their prescriptions in the morning before', 'Going to work lrb or at lunchtime rrb', 'Customers drop off their prescriptions either in the drive through counter or in the front counter of the pharmacy', 'When dropping their prescription', 'A technician asks the customer for the pick up time', 'In the next step he puts the prescription in a box labeled with the hour preceding the pick up time', 'For example  the technician will drop it in the box with the label 4 pm lrb there is one box for each hour of the day rrb', 'If the customer asks', 'To have', 'The prescription be ready at 5 pm', 'Every hour one of the pharmacy technicians picks up the prescriptions due to be filled in the current hour', 'The technician then enters the details of each prescription lrb eg doctor details patient details and medication details rrb into the pharmacy system', 'Subsequently the pharmacy system performs an automated check called  lrb dur rrb', 'Drug utilization review', 'This check is meant', 'To determine if the prescription contains any drugs that may be incompatible with other drugs that had been dispensed to the same customer in the past or drugs that may be inappropriate for the customer taking into account the customer data maintained in the system lrb eg age rrb', 'If any alarms are raised during the automated dur', 'They are reviewed by a pharmacist', 'Who performs a more thorough check', 'After the dur the system performs an insurance check', 'In order to determine whether the insurance policy of the customer will pay for part or for the whole cost of the drugs', 'In most cases the output of this check is', 'That the insurance company would pay for a certain percentage of sts', 'The co', 'While the customer has', 'To pay for the remaining part lrb also called  rrb', 'Payment', 'The rules for  are very complicated', 'Determining', 'How much the insurance company will pay', 'And how much the customer has', 'To pay', 'Every insurance company has different rules', 'In some cases the insurance policy does not cover one or several drugs in a prescription', 'But', 'The drug in question can be replaced by another drug', 'That is covered by the insurance policy', 'When such cases are detected', 'The pharmacist generally calls the doctor or the patient', 'To determine if it is possible to perform the drug replacement', 'If the prescription passes the insurance check', 'It is assigned to a technician', 'Before the technician puts them in a bag with the prescription stapled to it', 'The technician collects the drugs from the shelves', 'After the technician has filled a given prescription', 'The bag is passed to the pharmacist', 'Who again checks', 'That the prescription has been filled correctly', 'After this quality check the pharmacist seals the bag', 'Before the customer arrives', 'To pick up a prescription', 'The pharmacist puts it in the pick up area', 'Most customers are not willing to wait that long', 'Thereafter a technician retrieves the prescription', 'If the drugs in the prescription are not lrb fully rrb covered by the insurance of the customer', 'The technician asks the customer for payment']
